phase,sleepHours,sleepQuality,energy,mood,muscleSoreness,sleepDebt,acuteLoad,chronicLoad,recoveryScore
Follicular,6.6,3,3,3,4,1.4,575.2,484.3,31.2
Menstrual,5.3,3,1,3,5,2.7,800.0,804.0,2.6
Menstrual,8.6,4,2,2,4,0.0,579.6,526.5,40.3
Late Luteal,7.7,3,3,2,1,0.3,91.5,42.5,60.6
Ovulation,6.1,3,3,2,2,1.9,276.9,137.6,39.3
Follicular,5.3,3,3,3,3,2.7,441.6,509.8,19.7
Ovulation,6.7,3,3,5,2,1.3,98.1,27.7,52.7
Ovulation,7.1,5,4,4,3,0.9,395.4,277.4,61.4
Late Luteal,7.7,3,2,1,2,0.3,32.4,0.0,50.6
Menstrual,7.0,3,3,3,1,1.0,77.5,70.7,50.3
Late Luteal,6.7,2,2,2,2,1.3,123.7,164.5,39.0
Menstrual,7.3,3,3,2,2,0.7,118.4,0.0,50.3
Late Luteal,5.1,3,2,3,5,2.9,800.0,765.5,0.0
Menstrual,7.2,3,3,3,1,0.8,75.9,49.9,48.9
Menstrual,7.0,3,2,2,3,1.0,191.2,283.8,40.7
Ovulation,5.8,3,4,3,3,2.2,322.2,348.9,33.3
Late Luteal,6.5,3,3,2,2,1.5,205.8,114.3,40.5
Menstrual,7.5,4,3,5,2,0.5,220.9,222.4,53.5
Early Luteal,7.3,4,3,2,2,0.7,143.0,198.3,56.4
Follicular,5.2,3,3,3,2,2.8,142.6,242.0,35.1
Menstrual,7.4,4,3,4,2,0.6,55.7,155.7,55.6
Follicular,9.0,5,4,4,1,0.0,83.7,32.2,87.7
Late Luteal,6.3,3,3,2,2,1.7,122.7,222.7,44.8
Follicular,8.4,5,4,4,2,0.0,247.0,203.6,69.3
Follicular,6.1,3,3,3,3,1.9,521.9,458.9,34.4
Early Luteal,7.4,3,4,4,2,0.6,164.5,77.2,55.4
Ovulation,8.5,4,5,3,2,0.0,227.4,250.9,69.7
Follicular,7.6,4,4,4,2,0.4,138.9,170.2,65.0
Late Luteal,6.7,3,3,2,1,1.3,34.4,16.3,50.5
Late Luteal,6.1,3,3,2,2,1.9,187.9,0.0,33.0
Early Luteal,6.5,2,2,2,4,1.5,545.4,633.3,20.1
Late Luteal,5.6,3,3,3,2,2.4,132.9,158.2,38.1
Ovulation,7.8,5,3,4,3,0.2,382.0,314.3,65.1
Menstrual,4.6,2,2,2,2,3.4,150.8,68.7,20.7
Follicular,7.0,4,4,3,2,1.0,179.2,279.2,59.8
Late Luteal,7.3,4,4,4,2,0.7,13.0,93.4,66.5
Follicular,9.2,5,4,3,2,0.0,247.0,280.7,79.3
Late Luteal,6.2,4,2,2,5,1.8,800.0,660.1,10.9
Menstrual,8.5,3,3,3,1,0.0,95.2,161.3,69.5
Late Luteal,6.4,3,2,2,3,1.6,258.2,334.2,26.0
Late Luteal,5.5,3,2,2,3,2.5,337.3,306.0,23.4
Menstrual,5.9,3,3,3,2,2.1,343.5,348.2,34.3
Menstrual,7.8,3,3,2,1,0.2,73.4,141.0,53.4
Follicular,6.2,3,4,3,2,1.8,278.5,184.6,41.5
Follicular,6.4,5,4,3,1,1.6,52.0,47.9,66.5
Follicular,7.6,5,3,2,2,0.4,356.7,346.7,57.8
Early Luteal,6.4,4,2,3,3,1.6,426.4,343.8,38.5
Ovulation,6.4,4,3,4,3,1.6,384.2,366.0,40.1
Early Luteal,7.1,5,3,4,4,0.9,600.5,621.3,41.4
Late Luteal,6.7,2,2,2,2,1.3,116.6,216.6,41.5
Late Luteal,7.5,4,3,3,4,0.5,456.2,427.7,40.6
Follicular,5.7,3,3,3,3,2.3,347.1,447.1,33.0
Follicular,9.5,5,5,5,2,0.0,180.0,148.6,80.3
Follicular,7.6,4,4,5,1,0.4,168.0,186.4,64.1
Ovulation,7.2,4,4,4,3,0.8,331.2,431.2,48.7
Follicular,6.5,2,3,2,2,1.5,81.5,0.0,48.5
Menstrual,7.8,5,3,4,1,0.2,9.7,42.5,72.1
Early Luteal,5.9,2,2,3,4,2.1,577.9,561.5,11.3
Early Luteal,7.5,4,2,3,2,0.5,164.4,174.7,61.0
Ovulation,7.5,4,5,4,1,0.5,131.1,143.6,68.3
Follicular,6.7,3,3,3,1,1.3,14.4,71.7,60.1
Early Luteal,7.7,3,4,3,1,0.3,116.0,37.9,59.9
Late Luteal,9.4,4,3,3,3,0.0,304.7,348.5,60.9
Early Luteal,5.6,3,3,3,3,2.4,326.9,304.1,26.4
Early Luteal,8.9,4,3,3,2,0.0,115.8,215.8,67.5
Ovulation,5.8,3,4,3,2,2.2,455.3,425.5,39.0
Menstrual,7.2,3,2,2,1,0.8,2.5,1.1,53.3
Follicular,6.8,4,4,4,1,1.2,170.5,141.7,66.6
Follicular,7.9,4,3,3,3,0.1,341.7,255.1,54.4
Menstrual,5.8,3,3,3,2,2.2,244.3,320.1,36.9
Menstrual,5.9,3,3,2,2,2.1,355.0,303.6,35.8
Follicular,7.3,4,4,4,2,0.7,253.8,174.1,60.8
Follicular,6.8,3,3,3,3,1.2,406.1,470.0,40.8
Ovulation,6.2,3,4,4,1,1.8,112.2,0.0,52.0
Early Luteal,9.0,4,3,3,4,0.0,565.6,665.6,51.7
Late Luteal,6.6,3,3,2,1,1.4,98.7,0.0,48.7
Early Luteal,6.7,3,3,4,2,1.3,200.4,152.0,48.9
Early Luteal,7.4,3,3,3,3,0.6,208.7,277.1,44.6
Early Luteal,7.4,5,3,3,4,0.6,624.2,635.9,47.5
Early Luteal,8.1,4,4,3,2,0.0,224.9,181.1,68.4
Ovulation,6.8,2,3,3,2,1.2,121.3,149.7,44.7
Early Luteal,7.2,5,4,3,2,0.8,117.3,33.3,68.8
Early Luteal,7.9,5,4,5,2,0.1,149.9,161.5,74.2
Early Luteal,5.4,3,3,3,2,2.6,255.6,223.8,33.6
Early Luteal,7.0,4,3,3,3,1.0,352.6,215.1,48.1
Early Luteal,6.4,3,3,3,1,1.6,63.3,122.6,55.0
Late Luteal,6.0,2,3,3,2,2.0,242.9,325.7,28.0
Menstrual,7.5,4,3,2,4,0.5,542.1,609.8,40.1
Menstrual,4.7,2,1,2,3,3.3,311.0,311.8,9.4
Follicular,9.0,5,4,4,3,0.0,416.3,388.2,66.4
Late Luteal,7.8,4,3,2,2,0.2,253.6,161.8,56.8
Follicular,6.8,3,3,4,1,1.2,89.6,88.7,60.1
Late Luteal,5.1,3,1,2,4,2.9,544.0,595.1,6.5
Menstrual,6.0,4,3,2,2,2.0,119.2,202.9,45.7
Late Luteal,6.5,4,3,3,2,1.5,272.0,291.8,48.0
Ovulation,6.1,3,4,3,1,1.9,107.6,61.4,57.9
Late Luteal,7.4,3,3,3,2,0.6,164.0,121.9,47.3
Late Luteal,7.6,4,2,3,5,0.4,679.6,779.6,29.3
Follicular,7.7,5,4,4,2,0.3,204.4,199.2,61.2
Ovulation,8.7,4,3,4,3,0.0,334.5,408.2,61.1
Follicular,7.4,4,4,4,1,0.6,107.4,94.4,66.4
Follicular,9.5,4,5,3,1,0.0,43.1,0.0,81.3
Follicular,6.0,3,3,3,1,2.0,57.9,21.0,51.0
Early Luteal,6.3,3,3,4,1,1.7,65.7,107.2,52.8
Early Luteal,8.5,5,3,4,1,0.0,48.7,148.7,81.0
Follicular,8.0,4,3,3,4,0.0,500.5,550.9,49.1
Late Luteal,3.9,2,2,2,2,4.1,222.2,252.5,11.3
Menstrual,8.5,3,4,2,1,0.0,104.1,190.0,62.0
Follicular,6.2,3,3,3,2,1.8,244.5,268.5,39.9
Late Luteal,7.5,3,2,2,2,0.5,365.7,282.1,49.6
Follicular,7.9,4,4,3,2,0.1,165.0,30.9,67.1
Late Luteal,6.6,3,3,2,2,1.4,182.6,234.4,40.7
Late Luteal,7.6,2,3,2,3,0.4,500.9,446.1,28.5
Late Luteal,7.7,4,3,4,3,0.3,389.8,438.0,46.5
Late Luteal,7.2,3,2,2,2,0.8,290.6,316.4,43.1
Menstrual,5.8,3,3,3,2,2.2,92.0,68.8,36.1
Late Luteal,8.3,4,3,1,3,0.0,254.5,45.8,53.2
Follicular,7.7,3,3,4,2,0.3,261.2,159.7,48.4
Menstrual,6.9,2,1,2,3,1.1,385.2,404.2,28.3
Follicular,6.5,3,1,2,5,1.5,782.5,828.2,14.2
Ovulation,7.4,4,4,4,2,0.6,47.7,62.6,63.4
Follicular,6.0,3,4,3,3,2.0,500.1,541.3,30.8
Follicular,6.6,3,3,3,2,1.4,193.4,160.1,46.4
Late Luteal,6.3,2,3,3,2,1.7,351.1,393.5,27.9
Early Luteal,6.5,3,2,3,3,1.5,505.3,590.8,33.5
Follicular,8.1,4,3,3,2,0.0,165.5,79.3,63.8
Early Luteal,5.5,4,4,4,2,2.5,206.7,188.9,44.1
Early Luteal,8.6,4,3,3,3,0.0,283.3,282.8,59.1
Follicular,6.3,4,3,3,1,1.7,101.0,125.7,57.3
Late Luteal,7.3,4,3,2,1,0.7,81.5,0.0,60.5
Late Luteal,7.6,4,2,1,2,0.4,117.4,202.9,55.1
Follicular,6.7,3,3,3,3,1.3,329.4,312.1,37.1
Late Luteal,6.6,3,3,3,2,1.4,100.0,142.8,45.4
Ovulation,6.6,4,3,3,4,1.4,594.7,564.5,35.4
Early Luteal,8.0,5,3,3,5,0.0,680.4,492.9,43.3
Late Luteal,8.2,4,3,3,2,0.0,95.6,103.6,61.4
Menstrual,6.8,1,2,2,2,1.2,263.9,246.6,32.4
Follicular,5.2,3,4,4,3,2.8,302.6,186.7,30.9
Late Luteal,7.3,4,4,3,2,0.7,271.9,329.6,52.6
Follicular,8.0,4,4,4,2,0.0,290.1,268.0,70.4
Early Luteal,8.3,5,5,4,1,0.0,95.7,195.7,82.2
Early Luteal,6.6,2,2,2,3,1.4,432.0,463.3,27.2
Late Luteal,6.7,3,3,3,2,1.3,34.6,62.7,46.2
Follicular,8.0,4,4,4,2,0.0,170.4,109.4,67.3
Early Luteal,7.7,5,3,3,3,0.3,337.4,426.1,57.1
Early Luteal,7.7,4,3,3,2,0.3,248.6,105.9,66.5
Ovulation,8.7,5,4,5,2,0.0,141.5,57.3,83.1
Follicular,7.1,4,3,3,2,0.9,75.3,18.2,62.2
Follicular,7.4,5,4,4,2,0.6,219.2,172.3,63.0
Follicular,7.8,4,4,4,2,0.2,239.3,255.6,58.6
Follicular,7.9,5,5,4,1,0.1,144.6,136.2,81.8
Early Luteal,6.6,3,3,4,1,1.4,35.7,135.7,55.9
Follicular,8.5,4,3,3,3,0.0,491.5,479.4,55.7
Follicular,5.3,3,3,3,1,2.7,91.2,104.2,41.1
Late Luteal,5.6,3,3,3,2,2.4,298.7,235.4,35.0
Early Luteal,6.3,3,4,3,2,1.7,402.1,325.7,42.2
Late Luteal,6.4,2,2,1,3,1.6,439.4,406.2,25.2
Follicular,6.5,4,4,3,1,1.5,137.0,107.2,64.5
Follicular,9.5,5,4,5,3,0.0,278.7,378.7,77.3
Early Luteal,7.6,4,4,3,1,0.4,39.6,47.5,67.9
Follicular,8.1,5,3,3,3,0.0,303.3,305.0,59.7
Menstrual,7.0,4,3,4,2,1.0,284.7,334.3,51.5
Late Luteal,5.2,1,1,1,5,2.8,800.0,886.0,0.0
Ovulation,5.8,3,3,3,2,2.2,281.9,335.5,42.0
Ovulation,8.5,3,4,3,1,0.0,76.1,80.4,72.1
Follicular,7.9,4,5,4,2,0.1,72.8,94.5,68.5
Late Luteal,4.6,1,2,2,3,3.4,226.7,171.1,7.3
Follicular,6.4,4,4,5,2,1.6,145.8,185.8,54.6
Late Luteal,6.1,4,3,2,2,1.9,230.2,154.3,41.9
Early Luteal,6.9,3,3,4,1,1.1,21.9,121.9,60.1
Ovulation,6.2,3,4,3,3,1.8,330.9,250.0,39.0
Early Luteal,7.9,4,4,3,3,0.1,343.4,267.4,52.8
Follicular,5.8,3,3,3,2,2.2,208.3,206.1,40.3
Follicular,7.9,4,4,4,3,0.1,243.2,218.3,57.0
Early Luteal,8.4,3,3,3,2,0.0,141.2,150.9,57.7
Early Luteal,7.9,4,3,3,2,0.1,386.5,486.5,59.7
Early Luteal,6.8,4,4,4,1,1.2,46.3,81.8,68.7
Menstrual,7.6,4,3,2,1,0.4,53.4,10.5,60.1
Follicular,5.8,4,3,5,2,2.2,121.7,206.4,51.5
Follicular,6.6,3,4,4,2,1.4,187.5,84.7,48.0
Follicular,9.3,4,4,3,2,0.0,105.1,135.2,72.1
Late Luteal,7.0,3,3,3,2,1.0,92.6,190.3,48.6
Late Luteal,6.4,4,3,3,3,1.6,353.7,324.9,39.9
Ovulation,7.7,5,4,5,5,0.3,755.1,778.0,42.0
Early Luteal,6.1,3,3,4,2,1.9,126.5,195.7,44.1
Ovulation,6.7,3,4,4,2,1.3,145.9,245.9,55.5
Ovulation,7.5,3,4,4,2,0.5,306.4,147.2,57.9
Follicular,8.3,5,4,4,2,0.0,99.5,68.0,71.8
Follicular,6.7,3,3,3,3,1.3,436.0,401.6,38.7
Follicular,7.3,4,4,2,1,0.7,32.4,112.7,65.7
Early Luteal,6.9,3,3,2,2,1.1,247.8,285.6,45.0
Follicular,6.2,1,3,3,2,1.8,107.9,105.8,34.2
Late Luteal,6.5,3,3,1,2,1.5,175.0,275.0,37.5
Menstrual,7.2,4,3,3,3,0.8,390.3,318.7,43.7
Ovulation,7.8,4,4,5,1,0.2,101.6,37.4,74.8
Menstrual,6.4,2,2,1,5,1.6,753.0,779.7,11.6
Early Luteal,3.6,3,2,2,2,4.4,75.2,124.0,20.0
Menstrual,6.9,4,3,2,2,1.1,134.0,159.3,52.0
Menstrual,8.5,4,3,3,2,0.0,267.1,324.8,65.8
Late Luteal,6.9,3,2,2,3,1.1,205.2,226.0,38.2
Late Luteal,7.8,4,3,2,2,0.2,197.3,175.4,60.2
Ovulation,7.1,3,3,4,2,0.9,261.5,361.5,47.8
Menstrual,5.9,2,2,2,2,2.1,311.7,316.2,21.1
Follicular,7.3,5,4,4,2,0.7,134.3,210.4,64.3
Late Luteal,6.2,4,2,2,2,1.8,187.5,204.9,46.1
Early Luteal,6.6,3,4,4,2,1.4,342.6,334.2,43.5
Follicular,5.6,3,4,5,2,2.4,50.1,31.0,49.6
Late Luteal,6.8,3,3,3,3,1.2,296.3,396.3,36.8
Follicular,6.5,3,3,2,3,1.5,380.7,467.7,35.0
Late Luteal,7.4,4,3,3,1,0.6,48.2,0.0,60.6
Ovulation,7.1,4,3,4,4,0.9,647.8,621.6,43.6
Early Luteal,6.7,4,3,3,3,1.3,410.5,383.1,46.9
Follicular,8.4,5,3,4,5,0.0,800.0,900.0,47.6
Follicular,6.8,3,4,4,1,1.2,55.5,71.9,56.4
Early Luteal,7.7,5,5,5,1,0.3,103.2,32.7,74.2
Early Luteal,6.8,3,4,3,1,1.2,18.4,13.1,57.7
Late Luteal,6.7,4,2,2,1,1.3,92.0,158.8,56.5
Follicular,8.0,3,3,2,4,0.0,700.6,713.5,36.1
Early Luteal,8.8,5,3,4,1,0.0,98.2,87.8,85.8
Follicular,7.8,4,3,3,2,0.2,254.0,188.7,57.7
Late Luteal,6.9,3,2,2,2,1.1,279.3,229.9,37.2
Early Luteal,7.6,4,4,3,2,0.4,226.6,266.0,52.8
Follicular,6.4,3,3,2,2,1.6,223.8,139.3,44.3
Late Luteal,5.7,2,1,2,4,2.3,609.0,545.7,7.9
Menstrual,4.3,2,2,2,2,3.7,291.6,322.1,12.9
Early Luteal,6.4,2,3,3,3,1.6,491.6,378.2,29.9
Early Luteal,6.9,3,2,2,5,1.1,800.0,761.1,14.6
Follicular,5.6,4,4,5,3,2.4,443.2,457.4,40.5
Follicular,6.9,3,2,3,1,1.1,98.5,130.8,55.9
Late Luteal,5.9,2,2,4,2,2.1,223.6,154.3,26.3
Follicular,7.2,4,4,4,2,0.8,213.2,274.8,60.3
Late Luteal,7.1,5,4,3,2,0.9,343.4,432.7,50.6
Early Luteal,5.3,3,2,2,1,2.7,96.0,166.6,38.8
Follicular,8.1,5,5,5,2,0.0,217.2,146.6,74.9
Follicular,7.6,3,2,3,4,0.4,714.5,749.1,34.5
Menstrual,5.8,3,2,2,2,2.2,175.5,136.8,34.4
Menstrual,6.0,3,2,2,2,2.0,280.0,355.4,39.0
Menstrual,5.5,3,3,3,2,2.5,115.2,3.6,34.6
Menstrual,7.1,3,2,2,1,0.9,9.2,0.0,53.8
Menstrual,6.6,2,1,1,5,1.4,800.0,897.3,8.7
Early Luteal,8.6,5,4,4,3,0.0,442.1,396.6,63.9
Late Luteal,7.0,3,3,4,2,1.0,194.2,83.9,49.0
Early Luteal,6.3,3,2,3,3,1.7,291.0,155.8,35.2
Ovulation,6.6,3,3,3,2,1.4,195.6,224.8,46.3
Menstrual,3.7,1,1,1,2,4.3,94.7,125.4,0.2
Late Luteal,6.9,2,2,1,1,1.1,69.7,37.2,39.3
Menstrual,6.0,3,2,2,3,2.0,458.2,345.4,23.3
Ovulation,5.6,4,3,4,2,2.4,58.1,76.9,46.5
Follicular,7.9,4,3,4,3,0.1,448.0,485.9,53.1
Early Luteal,7.2,4,3,2,3,0.8,470.7,436.8,47.6
Follicular,6.1,3,3,4,2,1.9,254.5,340.1,42.0
Early Luteal,8.2,4,3,2,2,0.0,223.4,323.4,63.8
Late Luteal,8.4,4,3,3,2,0.0,107.9,106.9,66.4
Ovulation,8.0,5,4,3,4,0.0,594.1,531.3,53.5
Menstrual,6.4,3,3,3,2,1.6,291.0,199.7,36.3
Ovulation,6.6,4,4,4,3,1.4,521.7,501.1,43.7
Menstrual,5.7,2,2,1,2,2.3,85.2,109.7,32.8
Early Luteal,7.0,4,3,3,2,1.0,147.8,142.3,52.1
Menstrual,6.3,2,2,3,2,1.7,321.4,292.8,29.7
Follicular,7.6,3,2,4,2,0.4,34.8,113.8,56.2
Menstrual,5.5,4,2,2,5,2.5,800.0,861.0,6.7
Late Luteal,6.5,3,3,1,1,1.5,62.1,80.8,44.4
Follicular,7.4,4,3,3,2,0.6,127.4,180.0,58.9
Ovulation,5.5,3,3,3,2,2.5,234.8,200.9,40.3
Follicular,6.0,3,4,4,1,2.0,158.4,123.9,50.8
Ovulation,6.2,3,4,4,1,1.8,112.2,212.2,56.8
Follicular,7.2,4,2,2,2,0.8,76.1,0.0,57.6
Early Luteal,6.4,4,4,4,2,1.6,254.4,149.6,52.8
Follicular,6.4,3,3,4,3,1.6,448.1,479.4,31.9
Late Luteal,7.5,4,2,2,3,0.5,372.5,304.8,44.8
Follicular,8.9,5,3,4,3,0.0,440.5,470.7,64.9
Follicular,6.1,3,4,3,2,1.9,134.2,155.4,47.1
Late Luteal,5.1,3,2,3,3,2.9,493.8,593.8,18.9
Early Luteal,8.0,4,3,3,2,0.0,140.7,193.8,63.4
Early Luteal,9.1,4,3,2,3,0.0,437.1,402.8,55.7
Menstrual,6.9,2,2,1,1,1.1,52.8,0.0,48.0
Ovulation,7.6,5,5,5,1,0.4,13.2,0.0,79.1
Early Luteal,7.0,4,3,2,3,1.0,311.9,377.7,46.1
Follicular,7.5,4,4,3,1,0.5,81.5,80.1,68.9
Late Luteal,8.3,2,3,2,3,0.0,337.7,356.8,40.2
Follicular,7.9,4,4,3,2,0.1,173.9,68.4,67.1
Follicular,7.2,4,4,4,2,0.8,310.8,393.1,61.9
Early Luteal,8.8,4,3,3,1,0.0,73.4,51.1,67.6
Early Luteal,5.7,3,3,3,2,2.3,232.8,233.6,35.6
Menstrual,8.7,3,3,2,3,0.0,239.5,220.0,56.7
Menstrual,8.4,5,3,2,3,0.0,378.9,434.6,60.6
Early Luteal,7.7,4,4,3,1,0.3,137.5,148.0,67.5
Follicular,8.8,4,3,3,5,0.0,800.0,752.7,34.8
Follicular,6.9,3,4,3,2,1.1,163.6,100.8,51.6
Early Luteal,8.2,4,3,3,3,0.0,435.3,425.0,53.6
Ovulation,7.9,5,4,4,2,0.1,213.3,131.8,77.9
Menstrual,7.5,3,4,4,2,0.5,146.9,67.8,51.4
Late Luteal,6.8,3,2,2,4,1.2,598.2,687.6,25.1
Follicular,4.6,2,3,3,2,3.4,114.5,10.8,25.2
Early Luteal,7.9,3,3,2,2,0.1,122.4,91.1,58.8
Menstrual,6.4,2,3,2,3,1.6,465.1,327.4,23.1
Menstrual,5.7,2,3,3,1,2.3,60.4,82.3,35.7
Late Luteal,7.5,3,2,2,3,0.5,314.6,261.7,41.1
Early Luteal,8.0,4,4,4,2,0.0,148.2,163.6,65.3
Early Luteal,6.3,3,3,4,2,1.7,168.2,229.6,50.2
Follicular,7.4,5,4,4,1,0.6,5.1,0.0,72.5
Menstrual,5.2,3,2,2,2,2.8,170.7,88.2,30.4
Menstrual,5.6,3,2,1,3,2.4,316.6,416.6,22.5
Early Luteal,7.5,4,4,3,3,0.5,334.6,256.5,55.1
Late Luteal,7.0,4,3,3,2,1.0,31.5,120.1,54.1
Late Luteal,6.8,3,3,4,2,1.2,225.7,253.9,45.7
Ovulation,5.9,3,3,4,2,2.1,351.3,156.3,39.7
Menstrual,8.3,3,3,4,2,0.0,260.8,160.2,54.0
Early Luteal,8.2,4,4,4,2,0.0,358.2,294.5,62.9
Menstrual,6.9,3,2,2,4,1.1,503.8,468.9,27.5
Follicular,7.2,5,4,4,2,0.8,266.0,245.3,67.4
Menstrual,5.7,3,3,3,3,2.3,439.2,334.2,27.0
Menstrual,6.0,2,2,3,2,2.0,314.3,242.6,26.5
Late Luteal,6.6,3,2,3,2,1.4,172.0,149.5,39.1
Ovulation,7.4,4,3,4,2,0.6,135.4,208.0,58.8
Early Luteal,6.9,3,3,4,1,1.1,111.9,88.9,52.9
Late Luteal,8.2,3,3,3,2,0.0,174.7,207.5,51.6
Late Luteal,6.8,2,2,2,1,1.2,101.5,102.2,46.2
Follicular,7.5,4,4,4,2,0.5,142.7,242.7,58.3
Follicular,5.3,4,4,4,2,2.7,72.8,61.9,46.8
Follicular,6.3,3,3,3,2,1.7,92.5,144.5,46.9
Follicular,8.8,4,4,4,2,0.0,135.8,163.9,69.9
Ovulation,7.5,4,3,4,5,0.5,800.0,861.1,32.8
Ovulation,8.0,3,4,4,2,0.0,288.4,375.3,60.8
Menstrual,7.1,4,3,3,2,0.9,137.2,206.8,56.3
Menstrual,7.3,4,2,3,4,0.7,505.0,524.2,34.8
Follicular,7.2,4,4,3,2,0.8,252.9,262.1,55.4
Late Luteal,5.5,3,2,2,2,2.5,320.8,333.1,32.8
Follicular,7.3,4,4,4,2,0.7,240.9,302.0,58.2
Early Luteal,8.4,4,4,4,1,0.0,126.5,226.5,75.2
Menstrual,7.0,5,4,3,1,1.0,118.1,60.5,64.5
Menstrual,5.6,3,3,3,2,2.4,95.3,86.1,37.2
Follicular,7.9,3,4,4,1,0.1,64.7,9.2,70.9
Menstrual,7.6,4,3,2,3,0.4,411.5,406.4,51.4
Early Luteal,5.8,3,2,3,5,2.2,800.0,878.3,8.6
Menstrual,6.6,3,2,2,2,1.4,171.6,271.6,33.2
Early Luteal,7.6,4,4,3,1,0.4,14.6,79.7,73.1
Early Luteal,5.6,3,3,3,3,2.4,336.0,258.2,30.8
Early Luteal,6.8,3,4,4,1,1.2,87.7,134.1,56.2
Late Luteal,6.2,3,3,3,2,1.8,144.8,149.6,37.1
Follicular,5.9,3,4,4,1,2.1,39.0,7.8,52.5
Late Luteal,5.3,2,2,3,2,2.7,214.3,225.7,27.3
Follicular,8.0,4,4,3,3,0.0,213.4,200.6,56.8
Menstrual,6.8,3,3,3,1,1.2,53.5,0.0,48.4
Early Luteal,5.8,3,3,3,4,2.2,484.0,342.9,24.4
Menstrual,8.5,4,3,3,1,0.0,132.2,203.1,65.0
Early Luteal,5.4,4,4,3,2,2.6,251.9,213.5,46.2
Late Luteal,4.7,1,2,1,1,3.3,2.2,102.2,23.0
Follicular,8.4,5,4,3,3,0.0,352.0,229.9,63.4
Early Luteal,7.5,4,3,3,1,0.5,147.4,236.6,65.3
Early Luteal,5.9,2,3,2,1,2.1,57.2,157.2,44.5
Late Luteal,7.4,4,3,3,2,0.6,230.1,269.3,55.4
Early Luteal,6.8,4,4,4,2,1.2,297.6,270.7,47.1
Menstrual,7.6,4,3,3,2,0.4,162.8,142.2,55.8
Early Luteal,7.0,2,2,2,2,1.0,295.0,160.5,39.3
Menstrual,6.2,3,2,2,3,1.8,471.3,469.0,24.4
Menstrual,7.6,4,4,3,1,0.4,72.7,171.0,65.8
Follicular,6.5,3,3,3,1,1.5,81.6,107.8,53.0
Late Luteal,5.0,1,1,2,4,3.0,520.1,620.1,0.0
Follicular,8.2,4,5,5,2,0.0,143.2,51.7,65.6
Menstrual,7.9,5,3,4,1,0.1,74.8,174.8,68.9
Follicular,7.9,5,3,4,1,0.1,102.5,138.1,75.1
Late Luteal,6.7,3,3,2,2,1.3,95.7,56.8,39.5
Follicular,6.3,3,3,3,2,1.7,168.6,268.6,47.5
Menstrual,4.8,1,1,2,2,3.2,320.1,370.2,8.1
Follicular,8.9,5,5,4,1,0.0,12.4,0.0,87.2
Menstrual,6.7,3,3,2,1,1.3,17.8,90.6,49.2
Ovulation,8.6,4,4,5,2,0.0,126.7,49.9,74.2
Early Luteal,5.3,2,2,2,2,2.7,91.7,113.5,31.2
Follicular,7.0,3,3,3,2,1.0,75.4,38.9,51.2
Early Luteal,7.2,3,4,2,1,0.8,147.7,157.2,57.2
Early Luteal,7.0,4,4,3,2,1.0,224.3,273.9,53.0
Follicular,6.3,3,2,2,2,1.7,230.3,83.0,48.1
Menstrual,6.4,3,3,3,2,1.6,146.2,246.2,45.2
Early Luteal,6.9,3,4,3,2,1.1,148.5,40.6,47.7
Menstrual,5.1,3,3,3,3,2.9,365.2,402.1,22.6
Early Luteal,7.5,5,4,4,2,0.5,175.3,43.0,63.0
Late Luteal,6.2,3,1,2,2,1.8,213.4,150.9,37.7
Follicular,8.5,4,4,3,1,0.0,14.5,0.0,79.2
Late Luteal,6.0,3,2,2,2,2.0,28.3,0.0,41.0
Early Luteal,6.5,2,3,4,2,1.5,181.7,215.9,37.2
Menstrual,6.4,3,2,2,2,1.6,95.6,188.5,37.1
Early Luteal,7.0,3,3,3,1,1.0,47.4,11.9,58.4
Follicular,7.5,4,5,4,1,0.5,71.9,95.4,71.6
Follicular,5.5,2,3,3,3,2.5,386.8,340.6,17.9
Follicular,6.6,3,4,5,2,1.4,173.8,273.8,48.7
Follicular,7.9,4,4,3,1,0.1,123.2,52.4,70.6
Ovulation,8.8,4,3,3,3,0.0,425.9,478.1,62.4
Menstrual,7.9,4,3,3,2,0.1,237.5,318.7,57.1
Early Luteal,8.0,4,3,3,3,0.0,270.3,364.0,57.8
Follicular,7.8,5,3,3,3,0.2,361.1,294.8,61.5
Follicular,8.9,4,4,4,2,0.0,202.7,112.9,76.6
Late Luteal,6.7,2,3,4,1,1.3,64.5,0.0,46.5
Early Luteal,6.7,3,3,2,2,1.3,272.5,372.5,42.8
Follicular,7.5,4,3,4,3,0.5,439.7,447.7,54.6
Follicular,7.6,5,4,4,2,0.4,157.6,219.1,71.0
Late Luteal,7.2,3,4,3,2,0.8,247.5,0.0,44.6
Early Luteal,5.1,3,3,2,2,2.9,240.5,228.4,30.0
Follicular,8.3,4,4,4,2,0.0,142.1,121.7,64.9
Follicular,6.5,3,3,3,3,1.5,331.5,344.8,36.7
Menstrual,7.2,4,3,3,2,0.8,334.2,346.2,45.1
Early Luteal,8.1,4,4,3,2,0.0,133.4,139.7,64.0
Late Luteal,6.9,3,3,2,2,1.1,283.1,300.4,43.3
Early Luteal,8.9,5,3,3,3,0.0,329.4,429.4,63.8
Menstrual,5.9,2,2,3,1,2.1,5.1,53.1,43.1
Ovulation,6.2,3,3,3,1,1.8,30.0,0.0,53.5
Follicular,7.7,4,4,4,2,0.3,190.9,243.1,66.8
Follicular,7.6,4,4,4,4,0.4,615.1,715.1,45.1
